t_sys,force_FR,force_est_FR,force_FL,force_est_FL,force_RR,force_est_RR,force_RL,force_est_RL
3921.480993,140,0,138,0,160,0,153,0
3921.483029,140,0,138,0,160,0,153,0
3921.484949,140,0,138,0,160,0,153,0
3921.486967,140,0,138,0,160,0,153,0
3921.488988,140,0,138,0,160,0,153,0
3921.490898,140,0,138,0,160,0,153,0
3921.492934,140,0,138,0,160,0,153,0
3921.495014,140,0,138,0,160,0,153,0
3921.497033,140,0,138,0,160,0,153,0
3921.499025,140,0,138,0,160,0,153,0
3921.501051,140,0,138,0,160,0,153,0
3921.503055,140,0,138,0,160,0,153,0
3921.505020,140,0,138,0,160,0,153,0
3921.507056,140,0,138,0,160,0,153,0
3921.509070,140,0,138,0,160,0,153,0
3921.510954,140,0,138,0,160,0,153,0
3921.513035,140,0,138,0,160,0,153,0
3921.515046,140,0,138,0,160,0,153,0
3921.517021,140,0,138,0,160,0,153,0
3921.519014,140,0,138,0,160,0,153,0
3921.520894,140,0,138,0,160,0,153,0
3921.523033,140,0,138,0,160,0,153,0
3921.525012,140,0,138,0,160,0,153,0
3921.526973,140,0,138,0,160,0,153,0
3921.528961,140,0,138,0,160,0,153,0
3921.530979,140,0,138,0,160,0,153,0
3921.532906,140,0,138,0,160,0,153,0
3921.534912,140,0,138,0,160,0,153,0
3921.536987,140,0,138,0,160,0,153,0
3921.539054,140,0,138,0,160,0,153,0
3921.540965,140,0,138,0,160,0,153,0
3921.542975,140,0,138,0,160,0,153,0
3921.544971,140,0,138,0,160,0,153,0
3921.547051,140,0,138,0,160,0,153,0
3921.549052,140,0,138,0,160,0,153,0
3921.550902,140,0,138,0,160,0,153,0
3921.553022,140,0,138,0,160,0,153,0
3921.555000,140,0,138,0,160,0,153,0
3921.556953,140,0,138,0,160,0,153,0
3921.558946,140,0,138,0,160,0,153,0
3921.560962,140,0,138,0,160,0,153,0
3921.562881,140,0,138,0,160,0,153,0
3921.564965,140,0,138,0,160,0,153,0
3921.567384,140,0,138,0,160,0,153,0
3921.569119,140,0,138,0,160,0,153,0
3921.571233,140,0,138,0,160,0,153,0
3921.573068,140,0,138,0,160,0,153,0
3921.575081,140,0,138,0,160,0,153,0
3921.576986,140,0,138,0,160,0,153,0
3921.578985,140,0,138,0,160,0,153,0
3921.580990,140,0,138,0,160,0,153,0
3921.582941,140,0,138,0,160,0,153,0
3921.585052,140,0,138,0,160,0,153,0
3921.587000,140,0,138,0,160,0,153,0
3921.589015,140,0,138,0,160,0,153,0
3921.591001,140,0,138,0,160,0,153,0
3921.592841,140,0,138,0,160,0,153,0
3921.594981,140,0,138,0,160,0,153,0
3921.596981,140,0,138,0,160,0,153,0
3921.598994,140,0,138,0,160,0,153,0
3921.600877,140,0,138,0,160,0,153,0
3921.603034,140,0,138,0,160,0,153,0
3921.604965,140,0,138,0,160,0,153,0
3921.606987,140,0,138,0,160,0,153,0
3921.609068,140,0,138,0,160,0,153,0
3921.611043,140,0,138,0,160,0,153,0
3921.613092,140,0,138,0,160,0,153,0
3921.615092,140,0,138,0,160,0,153,0
3921.617042,140,0,138,0,160,0,153,0
3921.618940,140,0,138,0,160,0,153,0
3921.621320,140,0,138,0,160,0,153,0
3921.623108,140,0,138,0,160,0,153,0
3921.625064,140,0,138,0,160,0,153,0
3921.627041,140,0,138,0,160,0,153,0
3921.629021,140,0,138,0,160,0,153,0
3921.631036,140,0,138,0,160,0,153,0
3921.633020,140,0,138,0,160,0,153,0
3921.635019,140,0,138,0,160,0,153,0
3921.636927,140,0,138,0,160,0,153,0
3921.639035,140,0,138,0,160,0,153,0
3921.641045,140,0,138,0,160,0,153,0
3921.643055,140,0,138,0,160,0,153,0
3921.645037,140,0,138,0,160,0,153,0
3921.647037,140,0,138,0,160,0,153,0
3921.649037,140,0,138,0,160,0,153,0
3921.651079,140,0,138,0,160,0,153,0
3921.653028,140,0,138,0,160,0,153,0
3921.655066,140,0,138,0,160,0,153,0
3921.657049,140,0,138,0,160,0,153,0
3921.659100,140,0,138,0,160,0,153,0
3921.660884,140,0,138,0,160,0,153,0
3921.662874,140,0,138,0,160,0,153,0
3921.664807,140,0,138,0,160,0,153,0
3921.667073,140,0,138,0,160,0,153,0
3921.669133,140,0,138,0,160,0,153,0
3921.671454,140,0,138,0,160,0,153,0
3921.673087,140,0,138,0,160,0,153,0
3921.675058,140,0,138,0,160,0,153,0
3921.677051,140,0,138,0,160,0,153,0
3921.679019,140,0,138,0,160,0,153,0
3921.680937,140,0,138,0,160,0,153,0
